title,abstract,subjects
"Sedimentologie und Sequenzstratigraphie oberjurassischer Karbonate von Norddeutschland (Oxfordium, Kimmeridgium, Niedersächsisches Becken)","The aim of this study is to reconstruct the Upper Jurassic (Oxfordian/Kimmeridgian) Korallenoolith formation and the Lower Süntel formation regarding their facies, stratigraphic architecture and sequence stratigraphy.  The study area is located in the Weser-Leine Bergland (Lower Saxony Basin) and comprises several quarries and sediment cores in the southern Weser-Leine Bergland (northern Ith Mountains and Thüster Mountains)",gnd:4147301-2 gnd:4121648-9 gnd:4415907-9
Single-Molecule Metal-Induced Energy Transfer : From Basics to Applications,"['This thesis presents a novel single-molecule spectroscopy method that, for the first time, allows the dipole orientations and fluorescence lifetimes of individual molecules to be measured simultaneously. These two parameters are needed to determine the position of individual molecules with nanometer accuracy near a metallic structure. Proof-of-principle experiments demonstrating the value of this new single-molecule localization concept are also presented. Lastly, the book highlights potential applications of the method in biophysics, molecular physics, soft matter and structural biology.', 'Introduction -- Theory -- Single-Molecule Metal-Induced Energy Transfer (smMIET) -- Single-Molecule Transition Dipole Imaging -- Discussion and Outlook -- Conclusions.']",gnd:4152234-5 gnd:4327473-0 gnd:4727263-6 gnd:4396226-9 gnd:4394787-6 gnd:4263396-5 gnd:4016465-2 gnd:4169612-8 gnd:4287503-1
Methods and frameworks for GeoSpatioTemporal data analytics,"In the era of social networks, internet of things and location-based services, many online services produce a huge amount of data that have valuable objective information, such as geographic coordinates and date time. These characteristics (parameters) in the combination with a textual parameter bring the challenge for the discovery of geospatiotemporal knowledge. This challenge requires efficient methods for clustering and pattern mining in spatial, temporal and textual spaces. In this thesis, we address the challenge of providing methods and frameworks for geospatiotemporal data analytics. As an initial step, we address the challenges of geospatial data processing: data gathering,  normalization, geolocation, and storage. That initial step is the basement to tackle the next challenge -- geospatial clustering challenge. The first step of this challenge is to design the method for online clustering of georeferenced data. This algorithm can be used as a server-side clustering algorithm for online maps that visualize massive ...",gnd:4206012-6 gnd:4123037-1 gnd:4070044-6
Learning expressive ontologies,1. Introduction -- I. Foundations -- 2. Overview -- 3. Ontologies -- 4. Ontology Evaluation -- 5. Ontology Learning -- 6. Basic Methods -- II. Methods for Learning Expressive Ontologies -- 7. Learning Class Descriptions -- 8. Learning Property Restrictions -- 9. Learning Disjointness Axioms -- 10. Formal Consistency -- 11. Summary -- III. Applications and Evaluation -- 12. Handling Logical Inconsistency -- 13. Ontology Alignment -- 14. Towards Semi-automatic Ontology Engineering -- 15. Summary -- IV. Conclusion -- 16. Summary -- 17. Outlook -- 18. Conclusion,gnd:4688372-1 gnd:4193754-5 gnd:4135369-9 gnd:4827894-4
Generic automorphisms with prescribed fixed fields,"This work constructs generic automorphisms with arbitrary pseudo-finite fixed field. More general, those structures are characterised in terms of algebraic closures which occur as fixed structure of generic automorphisms of a stable theory. The notion of PAC-structure for arbitrary theories is introduced and studied. Further a Galois Cohomology is developed for types in arbitrary first-order theories.",gnd:4149794-6 gnd:4433824-7 gnd:4114617-7 gnd:4164455-4 gnd:4132443-2 gnd:4019172-2
Untersuchungen zur post-transkriptionellen Gen-Inaktivierung in (monokotylen und dikotylen) Pflanzen und deren Beeinflussung zur Erhöhung der Transgen-Expression,"['post-transcriptional gene silencing; recombinant proteins; barley; GFP-expression; RNA-dependent RNA polymerases (RDRs); Arabidopsis thaliana; GUS-expression; DNA methylation; siRNAs', 'post-transkriptionelle Gen-Inaktivierung; rekombinante Proteine; Gerste; GFP-Expression; RNA-abhängige RNA-Polymerasen (RDRs); Arabidopsis thaliana; GUS-Expression; DNA-Methylierung; siRNAs', 'Ein Ziel dieser Doktorarbeit war zu untersuchen, in welchem Umfang die Mechanismen der post-transkriptionellen Gen-Inaktivierung die Expression von rekombinanten Proteinen im Endosperm der Gerste (Hordeum vulgare) beeinflussen. In einem parallelen Ansatz wurden in der Modellpflanze Arabidopsis thaliana Untersuchungen zum Mechanismus der post-transkriptionellen Gen-Inaktivierung durchgeführt. Die Rollen verschiedener RNA-abhängiger RNA-Polymerasen (RDRs) bei der Transkriptmengen-abhängigen post-transkriptionellen Gen-Inaktivierung wurden in A. thaliana in einem revers-genetischen Ansatz untersucht. 4xGUS rdr5 Pflanzen zeigten eine ähnlich hohe GUS-Expression wie 4xGUS rdr6 Pflanzen. Es konnten keine GUS-abgeleiteten siRNAs nachgewiesen werden. Im Vergleich zu 4xGUS rdr6 Pflanzen war die DNA Methylierung von GUS Sequenzen in 4xGUS rdr5 Pflanzen weniger reduziert und war zwischen individuellen Pflanzen sehr variabel. Die Ergebnisse für RDR5 deuten auf eine ähnliche Funktion im Kontext der Transkriptmengen-abhängigen post-transkriptionellen Gen-Inaktivierung wie für RDR6 hin. Damit konnte für RDR5 erstmalig eine Funktion beschrieben werden. Im zweiten experimentellen Ansatz wurde in Gerste eine Kollektion transgener Linien mit definierten, unterschiedlichen Kopienzahlen (eins bis fünf) eines GFP Reportergens unter der Kontrolle eines Endosperm-spezifischen Promotors hergestellt werden. Die stärkste GFP-Expression bzw. Fluoreszenz wurde in Linie PS 379 mit 3 T-DNA Kopien festgestellt, die geringste GFP-Expression bzw. Fluoreszenz in der Linie BA 49 mit 5 T-DNA Kopien. Es gab somit keinen linearen Anstieg der GFP-Expression mit der Zahl der T-DNA Kopien. Dies kann als konsistent mit einer Transkriptmengen-abhängigen post-transkriptionellen Gen-Inaktivierung im Endosperm der Gerste gedeutet werden. Des Weiteren wurden Hybridlinien mit noch höheren T-DNA Kopienzahlen (bis zu acht T-DNA Kopien) generiert, die nun für weiterführende Studien zur post-transkriptionellen Gen-Inaktivierung im Endosperm der Gerste zur Verfügung stehen.']",gnd:4156898-9 gnd:4277353-2 gnd:4820638-6
Effiziente Integration von Hardwarebeschreibungen in Simulink/TDF-Simulationen,"['This thesis describes a method for the efficient integration of digital hardware components into system models. The model of the hardware component is given in a hardware description language. The entire system is modelled in Simulink. Existing co-simulation methods require a lot of additional computational efforts to synchronise the simulator tools and exchange data between them. The approach presented here is based on a transformation of the hardware model, which allows its execution directly in the context of the Simulink model. As no separate simulator is needed to simulate the hardware component, the overhead for synchronisation and data exchange is reduced significantly. Hence, the overall system simulation becomes faster. In addition, a further optimisation of the simulation performance is presented. The transformed hardware model enables this improvement and is based on skipping phases without state changes in the simulation. <engl.>', 'In dieser Arbeit wird eine Methode zur effizienten Integration von digitalen Hardwarekomponenten in Systemmodelle vorgestellt. Das Modell der Hardwarekomponente liegt in einer Hardwarebeschreibungssprache vor, das Gesamtsystem ist in Simulink modelliert. Während bei existierenden Methoden zur Ko-Simulation großer Mehraufwand zur Synchronisation der Simulatoren und zum Datenaustausch erforderlich ist, basiert der hier entwickelte Ansatz auf einer Transformation des Hardwaremodells, das dann direkt im Kontext des Simulink-Modells ausgeführt werden kann. Da kein eigenständiger Simulator für das Hardwaremodell benötigt wird, ist der Mehraufwand für Synchronisation und Datenaustausch stark reduziert und die Simulation des Gesamtsystems wird deutlich schneller. Darüber hinaus wird eine weitere Optimierung vorgestellt, die durch die Transformation des Hardwaremodells möglich wird und auf dem Überspringen von Phasen ohne Zustandsänderungen in der Simulation basiert. <dt.>']",gnd:7616754-9 gnd:4055072-2 gnd:4159737-0 gnd:4396978-1
Semistable reduction of prime-cyclic Galois covers,"Algorithmic semistable reduction, prime-cyclic Galois covers, formal p-Taylor expansion. - Algorithmische semistabile Reduktion, Prim-zyklische Galois Überlagerungen, formale p-Taylor Entwicklung",gnd:4155900-9 gnd:4266744-6
Variantenmanagement in der Modellbildung und Simulation unter Verwendung des SES/MB Frameworks,"['This thesis contributes to the development of general methods for variant management in modelling and simulation up to the simulation experiments’ level and their automated execution. The proposed solution is developed based on the modular-hierarchical modeling approach and the System Entity Structure/Model Base Framework. The variant management comprises the phases variant analysis, variant formalization, variant implementation and variant generation. Moreover, a framework for automated experimentation is proposed.<eng>', 'Die vorliegende Arbeit leistet einen Beitrag zur Entwicklung von allgemeinen Methoden zum Variantenmanagement in der Modellbildung und Simulation bis auf die Ebene der Simulationsexperimente und zur automatisierten Ausführung von Simulationsexperimenten. Der Lösungsvorschlag basiert auf der modular-hierarchischen Modellbildung und dem System Entity Structure/Model Base Framework. Das Variantenmanagement umfasst die Phasen Variantenanalyse, -formalisierung, -implementierung und –generierung. Weiterhin wird ein Konzeptrahmen zum automatisierten Experimentieren erarbeitet.<ger>']",gnd:4055072-2 gnd:4480546-9 gnd:4170297-9
Impact of aquifer heterogeneity on subsurface flow and salt transport at different scales : from a method determine parameters of heterogeneous permeability at local scale to a large-scale model for the sedimentary basin of Thuringia,"More than 70% of the German population rely on groundwater as their daily drinking water supply. Hence, the understanding of processes like fluid flow and solute transport in porous media are of broad relevance. However, subsurface hydrology faces two problems. On the one hand, information about the subsurface structure and hydraulic properties is scarce. On the other hand, many aquifer parameters like the permeability which controls the flow velocity, are heterogeneously distributed in space. This thesis is dedicated to the question of how aquifer heterogeneity impacts on subsurface flow and transport processes at different scales. We first present a large-scale numerical model of the Thuringian basin in order to investigate the mechanisms of saltwater transport. The results underline the fact that permeability and its heterogeneous spatial distribution are decisive factors for the evolving flow and salt patterns. Our results show that the correlation structure and the degree of heterogeneity (variance) impact significantly on the amount of dissolved salt and the location where salt reaches near-surface regions. Thermally induced convection is not present. However, variations in fluid density due to dissolved salt can lead to significant changes in the distribution and amount of salt in the Thuringian Basin. We further focus on a method to determine the statistical parameters which describe the heterogeneous spatial distribution of permeability by analyzing well flow at local scale. This is of interest, because pumping tests are a widely used tool to infer on porous medium characteristics. We derive an analytical solution which describes the drawdown of a steady state pumping test in 3D heterogeneous anisotropic media by making use of upscaling theory. By combining the analytical solution with an inverse estimation strategy we determine the statistical parameters, like mean permeability, variance and correlation length from on-site pumping tests.",gnd:4185932-7 gnd:4057696-6 gnd:4022375-9 gnd:4055202-0
Synthesis of highly fluorinated precursors and their deposition conditions for self-assembled monolayers with defined small-scale surface structures as templates for the manipulation of wetting behavior,"""How Wenzel and Cassie were wrong"" – this was the eye-catching title of an article published by Lichao Gao and Thomas McCarthy in 2007, in which fundamental interpretations of wetting behavior were put into question. The authors initiated a discussion on a subject, which had been generally accepted a long time ago and they showed that wetting phenomena were not as fully understood as imagined. Similarly, this thesis tries to put a focus on certain aspects of liquid wetting, which so far have been widely neglected in terms of interpretation and experimental proof. While the effect of surface roughness on the macroscopically observed wetting behavior is commonly and reliably interpreted according to the well-known models of Wenzel and Cassie/Baxter, the size-scale of the structures responsible for the surface's rough texture has not been of further interest. Analogously, the limits of these models have not been described and exploited. Thus, the question arises, what will happen when the size of surface structures is reduced to the size ...",gnd:4154846-2 gnd:4005493-7 gnd:4126830-1 gnd:4185267-9
"Beyond ""trading up"": environmental federalism in the European Union : the case of vehicle emission legislation","This study analyses the stringency of EU environmental regulations. Contrary to the proposition of an economic -trading up- of standards, the positive theory of environmental federalism which is developed allows for an examination of political mechanisms and the effects of regulation. Empirical results of the study of European and national decisions in EU vehicle emission legislation allow for the conclusion that the adoption of strict rules is viable, even in extreme sectoral cases where the industry concerned is economically and politically powerful. The distribution of costs across the industry and EU member states is the central mechanism which provokes strict and lax rules. In vehicle emission legislation, systematic differences between the regulation of CO2 and air pollutant emissions exist. Diesel particulate filters were introduced comparatively late as a result of a -Baptist-bootlegger- coalition of environmental associations and parts of the automotive industry. --",gnd:4141041-5 gnd:4066493-4 gnd:4201190-5
Peri-urban farmland included in green infrastructure strategies promotes transformation pathways towards sustainable urban development,"Urbanization and agricultural land use are two of the main drivers of global changes with effects on ecosystem functions and human wellbeing. Green Infrastructure is a new approach in spatial planning contributing to sustainable urban development, and to address urban challenges, such as biodiversity conservation, climate change adaptation, green economy development, and social cohesion. Because the research focus has been mainly on open green space structures, such as parks, urban forest, green building, street green, but neglected spatial and functional potentials of utilizable agricultural land, this thesis aims at fill this gap. This cumulative thesis addresses how agricultural land in urban and peri-urban landscapes can contribute to the development of urban green infrastructure as a strategy to promote sustainable urban development. Therefore, a number of different research approaches have been applied. First, a quantitative, GIS-based modeling approach looked at spatial potentials, addressing the heterogeneity of peri-urban ...",gnd:4056730-8 gnd:4315899-7 gnd:4326464-5 gnd:4056723-0 gnd:4034402-2
Automatisierung und Optimierung von Herstellungsprozessen rekombinanter pharmazeutischer Proteine,"P. pastoris, E. coli, I-TAC, hEphB2, ZsGreen, integrierte Prozessführung, Automatisierung, S88-Rezepte, statistische Versuchsplanung, Multi-Bioreaktorsystem. - Integrated bioprocessing, automation, S88 recipes, design of experiments, multi-bioreactor system",gnd:4307166-1 gnd:4076388-2
Shadowing and numerical analysis of set-valued dynamical systems,"In this PhD thesis, shadowing theory is systematically generalized to set-valued discrete-time dynamical systems. In particular, a notion of hyperbolicity is proposed and the corresponding shadowing and inverse shadowing theorems are proved. Explicit error estimates for the Viability Kernel Algorithm are given for systems which possess the shadowing property.",gnd:4013396-5 gnd:4128130-5 gnd:4342651-7
The Janus-faced role of secreted spingomyelinase and its inhibition in host response,"The increase in acid sphingomyelinase (aSMase) activity has been implicated in the severity of disease and its fatal outcome. In sepsis, aSMase activity has been shown to continuously increase throughout the continuum from SIRS (systemic inflammatory response syndrome) to severe sepsis. The inhibition of this enzyme with desipramine, a low molecular weight inhibitor, presents promising results in cystic fibrosis patients. We therefore addressed the question of whether secreted aSMase is involved in host response to infection, which is reflected in humoral and functional parameters of immune activation. We identified a dual function of this enzyme in host response where the activity of aSMase is essential during the early phase of host response with respect to bacterial elimination, yet the continuous increase in aSMase activity and ceramide generation presents with detrimental effects in the late phase of host response. ...",gnd:4181014-4 gnd:4273127-6 gnd:4182244-4
Topics in Theoretical and Computational Nanoscience : From Controlling Light at the Nanoscale to Calculating Quantum Effects with Classical Electrodynamics,"Interest in structures with nanometer-length features has significantly increased as experimental techniques for their fabrication have become possible. The study of phenomena in this area is termed nanoscience, and is a research focus of chemists, pure and applied physics, electrical engineers, and others. The reason for such a focus is the wide range of novel effects that exist at this scale, both of fundamental and practical interest, which often arise from the interaction between metallic nanostructures and light, and range from large electromagnetic field enhancements to extraordinary optical transmission of light through arrays of subwavelength holes. This dissertation is aimed at addressing some of the most fundamental and outstanding questions in nanoscience from a theoretical and computational perspective, specifically: · At the single nanoparticle level, how well do experimental and classical electrodynamics agree? · What is the detailed relationship between optical response and nanoparticle morphology, composition, and environment? · Does an optimal nanostructure exist for generating large electromagnetic field enhancements, and is there a fundamental limit to this? · Can nanostructures be used to control light, such as confining it, or causing fundamentally different scattering phenomena to interact, such as electromagnetic surface modes and diffraction effects? · Is it possible to calculate quantum effects using classical electrodynamics, and if so, how do they affect optical properties?",gnd:4273564-6
Hydraulic stability of geotextile sand containers for coastal structures : effect of deformations and stability formulae,"['New  shore  protection  structures  such  as  seawalls,  groins,  breakwaters,  revetments  and artificial reefs are increasingly being developed. Softer and low cost protection alternatives, such as structures made of geotextile sand containers (GSC) are often used instead of more expensive and hard coastal structures made of concrete or rubble material.                                                       Although the effect of the deformations of the sand containers on the hydraulic stability is significant,  no  stability  formula  is  available  to  account  for  those  deformations  and  the associated processes leading to the observed failures. Therefore, the primary objective of the thesis  is  the  hydraulic  stability  of  coastal  GSC-structures,  taking  into  account  the  effect  of those deformations and associated processes.  To achieve a better understanding of the processes that affect the stability of GSC-structures several  types  of  hydraulic  model  experiments  and  analyses  were  performed.  Among  the processes  investigated,  the  following  are  worth  mentioning:  (i)  permeability  of  GSC-structures and its influence on the stability, (ii) wave-induced loads on the sand containers, (iii) wave induced flow on GSC-structures, (iv) internal movement of sand in the containers and its effect on the stability, (v) variation of contact areas among neighbouring GSCs during wave action, (vi) types of displacement of GSCs within a coastal structure and finally (vii) the effect of the deformations on the stability of GSC-structures.  In  addition,  a  flow  model  and  two  structural  dynamic  models  were  further  developed, validated  and  applied  to  extend  the  range  of  the  hydraulic  model  tests  towards  a  better understanding of the processes involved in the wave structure interaction. The wave-induced forces on the GSCs are calculated by using a RANS-VOF type model, initially developed at Cornell University, USA. The stresses and deformations for each sand container are simulated by  using  a  finite  element  model  (FEM)  and  finally,  the  displacement  of  containers  is simulated by a discrete element model (DEM).   Based on the experimental and numerical results, analytical stability formulae that account for the deformation of the individual GSCs for each type of observed displacement are developed and  the  required  drag,  inertia  and  lift  coefficients  are  determined  experimentally.  Stability formulae  for  each  type  of  coastal  structures  made  of  geotextile  sand  containers  such  as breakwaters, revetments, dune reinforcement and scour protection systems are proposed.   Moreover,  recommendations  for  the  application  of  the  stability  formulae  and  for  the construction of GSC-structures are outlined.  Based on the results of several experimental, numerical and theoretical studies performed in this thesis, a much better understanding of the hydro-geotechnical processes which affect the stability  of  the  coastal  GSC-structures  has  been  achieved.  Moreover,  reliable  stability formulae for GSC-structures which account for the deformation effect of the GSCs have been derived.', 'Ein Konzept, die Dünenerosion und somit deren Funktionsverlust zu verhindern, stellt die Dünenverstärkung durch Geotextilien dar. Neben dem lagenweisen Einbau des Geotextils besteht die Möglichkeit, den lokal vorhandenen Sand in geotextilen Containern zu verpacken, die den Kern der Düne bilden. Haupthindernis für den verstärkten Einsatz geotextiler Sandcontainer (GSC) bildet dabei das Fehlen zuverlässiger Bemessungsgrundlagen, die die Verformung der Sandcontainer und die hydraulischen Prozesse, welche die Stabilität beeinflussen, berücksichtigen. Numerische und experimentelle Untersuchungen waren daher unverzichtbar, um physikalisch begründete Bemessungsansätze zu entwickeln. Am LWI wurden Modellversuche durchgeführt, um die auftretenden hydraulischen Prozesse zu untersuchen: (i) Durchlässigkeit der Küstenbauwerke aus geotextilen Sandcontainern; (ii) Interaktion von Welle und GSC-Struktur; (iii) welleninduzierte Kräfte auf die GSC; (iv) Bewegungen des Sandkerns im Inneren der GSC; (v) Versagensformen der GSC infolge welleninduzierter Kräfte und (vi) Einfluss der Verformung des Containers auf die Stabilität. Zusätzlich wurden alle physikalischen Prozesse durch numerische Modelle simuliert, um die Interaktion der verschiedenen Prozesse zu untersuchen. Zwei numerische Modelle wurden benutzt: (i) ein RANS-VOF-Modell (Reynolds Average Navier Stokes and Volume of Fluid), und (ii) ein struktur-dynamisches gekoppeltes FEM-DEM-Modell (Finite and Discrete Element Method). Die Ergebnisse der Modellversuche und der numerischen Simulationen haben beigetragen, das Verständnis des Gesamtbildes der physikalischen Prozesse, die die Stabilität beeinflussen, maßgeblich zu verbessern und zuverlässige Stabilitätsformeln für Strukturen aus geotextilen Sandcontainern unter Berücksichtigung der Verformung der Container zu entwickeln.']",gnd:4033481-8
Regulation of plant carbon transport mechanisms during arbuscular mycorrhizal symbiosis,"Plant-mycorrhiza interaction, carbon limitation, phosphate supply. - Pflanze-Mykorrhiza Interaktion, Kohlenstoff Limitierung, Phosphat",gnd:4476745-6 gnd:4040983-1
Turning a problem into a solution : heterogeneities in soil hydrology,"It is commonly recognized that soil moisture exhibits spatial heterogeneities occurring in a wide range of scales. These heterogeneities are caused by different factors ranging from soil structure at the plot scale to land use at the landscape scale. There is an urgent need for effi-cient approaches to deal with soil moisture heterogeneity at large scales, where manage-ment decisions are usually made. The aim of this dissertation was to test innovative ap-proaches for making efficient use of standard soil hydrological data in order to assess seep-age rates and main controls on observed hydrological behavior, including the role of soil het-erogeneities. As a first step, the applicability of a simplified Buckingham-Darcy method to estimate deep seepage fluxes from point information of soil moisture dynamics was assessed. This was done in a numerical experiment considering a broad range of soil textures and textural het-erogeneities. The method performed well for most soil texture classes. However, in pure sand where seepage fluxes were ...",gnd:4236526-0 gnd:4201275-2
Nanomechanical and Nanoelectromechanical Phenomena in 2D Atomic Crystals : A Scanning Probe Microscopy Approach,"['Introduction -- Background -- Materials and Methods -- Morphology of 2D Materials and their Heterostructures -- Nanomechanical Phenomena -- Nanoelectromechanical Phenomena -- Further Work and Future Directions -- Conclusion.', 'This thesis introduces a unique approach of applying atomic force microscopy to study the nanoelectromechanical properties of 2D materials, providing high-resolution computer-generated imagery (CGI) and diagrams to aid readers’ understanding and visualization. The isolation of graphene and, shortly after, a host of other 2D materials has attracted a great deal of interest in the scientific community for both their range of extremely desirable and their record-breaking properties. Amongst these properties are some of the highest elastic moduli and tensile strengths ever observed in nature. The work, which was undertaken at Lancaster University’s Physics department in conjunction with the University of Manchester and the National Physical Laboratory, offers a new approach to understanding the nanomechanical and nanoelectromechanical properties of 2D materials by utilising the nanoscale and nanosecond resolution of ultrasonic force and heterodyne force microscopy (UFM and HFM) – both contact mode atomic force microscopy (AFM) techniques. Using this approach and developing several other new techniques the authors succeeded in probing samples’ subsurface and mechanical properties, which would otherwise remain hidden. Lastly, by using a new technique, coined electrostatic heterodyne force microscopy (E-HFM), the authors were able to observe nanoscale electromechanical vibrations with a nanometre and nanosecond resolution, in addition to probing the local electrostatic environment of devices fabricated from 2D materials.']",gnd:7591667-8 gnd:4250307-3 gnd:1084609584 gnd:4170411-3 gnd:4342626-8 gnd:7546434-2 gnd:4330328-6 gnd:4204530-7 gnd:4146352-3
Essays on real estate and financial crisis : from the US housing market downturn to the global financial crisis,"The thesis studies three pivotal episodes in the evolution of what became the Global Financial Crisis of 2008-09. These three events - the collapse of the US housing market, the breakdown of the repo money market, and the banking crash - are indispensable for understanding some of the key economic forces that supposedly lay behind the escalation of the Global Financial Crisis. They tell a story of what went wrong and why. For instance, had mortgage contracts not been ill-designed in the sense that they facilitated deliberate defaults, the drag on the wider US housing market would have been less dramatic. Had large financial institutions not relied that heavily on short-term funding backed by US housing collateral, they might have been able to sufficiently roll over their obligations. Had the hoarding of liquid securities by prime brokers not harmed financial intermediation, the secured funding market might not have squeezed. Consequently, the investment bank Lehman Brothers would have possibly been intact today. No financial contagion would have been released. But unfortunately, all of these events did occur. Nonetheless, this experience gives policy makers, professionals and researchers the opportunity to learn how comparable episodes of turbulence might be better coped with.",gnd:4123416-9 gnd:7635855-0
Characterization of coexisting dissolved organic carbon and heavy metals in surface waters,In this thesis attempts were made to investigate dissolved organic carbon (DOC) and coexisting heavy metals in an area highly polluted with organic waste from municipal sewage and heavy metals from acid mine drainage. DOC was sampled and prefiltrated to < 0.45 æm. Prefiltrated samples were enriched by nanofiltration. Organic heavy metals with organic ligands were isolated by Size Exclusion Chromatography with online UV detection (SEC-UV). Isolated fractions were freeze dried and further characterized by Pyrolyzis-Gas Chromatograpy-Mass Spectrometry and-Isotopic Ratio Mass Spectrometry (Py-GC-MS/IRMS). These characterizations yield in the identification of anthropogenic and biogenic organic ligands for heavy metals.,gnd:4360165-0 gnd:4132253-8 gnd:4180521-5
Smart Sanctions in der Europäischen Union,"Bei der Durchsetzung des Völkerrechts bedienen sich die Vereinten Nationen seit geraumer Zeit nicht nur der in Art. 41 Satz 2 der UN-Charta vorgesehenen Embargosanktionen gegen Staaten, sondern zunehmend auch sogenannter smart sanctions, d.h. gezielter Maßnahmen gegen einzelne Personen und Organisationen. Nach den Terroranschlägen vom 11. September 2001 sind derartige smart sanctions auch im Recht der Europäischen Union (EU) angekommen. Einerseits hat die EU bestehende Sanktionsregime der Vereinten Nationen stellvertretend für alle Mitgliedsstaaten unionsrechtlich umgesetzt, andererseits hat sie zunehmend auch autonome Sanktionsregime, insbesondere gegen kriminelle Eliten, geschaffen. -- Die Arbeit von Eva Lotte Stöckel bietet eine umfassende Darstellung sämtlicher von der EU erlassenen smart sanctions, die zahlreiche Fragen in Bezug auf ihre Transparenz, Rechtmäßigkeit und Effektivität aufwerfen. Dabei beschäftigt sich die Autorin insbesondere mit dem Entstehen neuer grundrechtlicher Gefährdungslagen im Spannungsverhältnis von Freiheit und Sicherheit. Ein besonderes Augenmerk widmet sie dem Grundrechtsschutz im Mehrebenensystem des Europa- und Völkerrechts. / For some time now, the United Nations has not only adopted traditional economic sanctions regimes under Article 41 (2) of the UN-Charter against states in order to implement International law but has also made increasing use of so-called »smart« or »targeted« sanctions against individuals and organizations. These measures regularly involve the freezing of assets belonging to listed individuals and entities and the making of orders to prevent new funds becoming available by cutting off their financial resources. Following the September 11th attacks and the global fight against terrorism, these smart sanctions have also found their way into the law of the European Union (EU). On the one hand, the EU has adopted the UN sanctions regimes and transformed them into EU law. On the other hand, the EU has adopted a number of autonomous smart sanctions regimes which are targeted against criminal elites in third states. -- This study seeks to outline and answer the main issues raised in the context of smart sanctions following the current developments in EU policy and taking account of the judgments of the European courts. A special focus of this work is the international debate on whether legal safeguards, including human rights standards, apply or should apply to smart sanctions regimes where International law and EU law overlap.",gnd:4022344-9 gnd:4112701-8 gnd:4059534-1 gnd:4137830-1
Angle Resolved Photoemission Spectroscopy of Delafossite Metals,"['This thesis describes the results of angle resolved photoemission spectroscopy experiments on delafossite oxide metals, and theoretical work explaining these observations. The study was motivated by the extraordinarily high conductivity of the non-magnetic delafossites PdCoO2 and PtCoO2, the measurement of whose electronic structure is reported and discussed. Two unexpected effects were observed in the course of the investigation; each is described and analysed in detail. Firstly, a previously unrecognised type of spectroscopic signal, allowing the non-magnetic probe of photoemission to become sensitive to spin-spin correlations, was observed in the antiferromagnetic PdCrO2. Its origin was identified as the Kondo-like coupling of itinerant and Mott insulating electrons. Furthermore, surface states exhibiting an unusually large Rashba-like spin-splitting were observed on the transition metal terminated surfaces of delafossites. The large inversion symmetry breaking energy scale, a consequence of the unusual structure of the surface layer, is identified as the origin of the effect', 'Introduction -- Angle Resolved Photoemission -- Theory and Models -- Bulk States in PtCoO2 and PdCoO2 -- Coupling of Metallic and Mott-insulating states in PdCrO2 -- Rashba-like Spin-Split Surface States -- Conclusions and Outlook -- Appendices']",gnd:4182337-0 gnd:4337039-1 gnd:4318015-2 gnd:4255726-4 gnd:4134881-3 gnd:4061385-9 gnd:1037387953 gnd:4142666-6
Einfluss einer Multinährstoffsupplementierung auf inflammatorische und fibrinolytische Risikoparameter der Atherosklerose,"Inflammation, Antioxidantien, omega-3-Fettsäuren, Atherosklerose. - Antioxidants, omega-3 fatty acids, atherosclerosis",gnd:4208733-8 gnd:7748654-7 gnd:4068866-5 gnd:4142729-4
Untersuchungen zur laserinduzierten Kavitation mit Nanosekunden- und Femtosekundenlasern,"The optical breakdown in the focus of a strong laser pulse can rupture liquids. A bubble is formed, which can serve as a well reproducible model for the investigation of cavitation mechanisms.In this work the properties of such laser-generated cavitation bubbles are investigated experimentally. It concentrates on bubbles induced by femtosecond laser pulses. The high intensities of these laser pulses lead to a nonlinear response of the liquid. Due to self-focusing the diffraction-limited focus known from linear optics is substituted by an elongated channel. This channel determines the geometry of the optical breakdown and the resulting bubble. While the initial bubbles are approximately elliptical in shape they develop a complex dynamics within a few microseconds",gnd:4130722-7 gnd:4163525-5 gnd:4311267-5 gnd:4357444-0
Charge carrier recombination and open circuit voltage in organic solar cells : from bilayer-model systems to hybrid multi-junctions,"Tremendous progress in the development of thin film solar cell techniques has been made over the last decade. The field of organic solar cells is constantly developing, new material classes like Perowskite solar cells are emerging and different types of hybrid organic/inorganic material combinations are being investigated for their physical properties and their applicability in thin film electronics. Besides typical single-junction architectures for solar cells, multi-junction concepts are also being investigated as they enable the overcoming of theoretical limitations of a single-junction. In multi-junction devices each sub-cell operates in different wavelength regimes and should exhibit optimized band-gap energies. It is exactly this tunability of the band-gap energy that renders organic solar cell materials interesting candidates for multi-junction applications. Nevertheless, only few attempts have been made to combine inorganic and organic solar cells in series connected multi-junction architectures. Even though a great diversity…",gnd:7617672-1 gnd:4349432-8 gnd:4244347-7 gnd:4017696-4 gnd:4255817-7 gnd:4130672-7 gnd:4049338-6
